,601119000
DiNicola for Congress,196000
Associated Builders & Contractors of Wisconsin,196000
"Paid and Prepared by Friends of Peter McLaughlin  3425 Sixteenth Ave S, Mpls, MN 55407",195000
Familias Unidas De California,195000
Animal Petitions,195000
American Bird Conservancy,195000
A New Day for New Hampshire,195000
Paid for by Carton Council,194000
Jason Anderson for District Attorney 2018,194000
David Kim for Congress,194000
Dakota Meyer,194000
Pancreatic Cancer Action Network,193000
New Virginia Majority Fund,193000
Lesley for CU Regent,193000
"Friends of Nino Mangione. Lawrence Hineline, Treasurer.",193000
EAA Farmers,193000
Dr. Jim Maxwell for Congress,193000
the Oklahoma Council of Public Affairs,192000
Whit Hughes for Congress,192000
Save our Schools Arizona PAC,192000
San Antonio First PAC,192000
Paid For By Mike Carter,192000
National Security Action,192000
Friends of Dana Murphy 2018,192000
Forward Majority Action 527 Texas PAC.,192000
Equal Protection Oregon,192000
English Cameroon for a united Cameroon,192000
"Daria Lohman for AZ Senate,  Authorized by Daria Lohman",192000
Blue Sky Media,192000
AJ Kern for Congress,192000
AARP New Jersey,192000
the John Liu Senate Election Committee,191000
The American Project,191000
Sharen Wilson for DA,191000
Justice Elizabeth Lang Miers Campaign,191000
Guthrie for Congress,191000
First Principles PC,191000
Dahlkemper for Jeffco,191000
Washington Speakers Bureau,190000
Sharon Quirk-Silva,190000
National Republican Congressional Committee,190000
KEN CALVERT FOR CONGRESS ,190000
Donny Moss,190000
"Dominic For Senate, Michele Berardo, Treasurer. Approved by Dominic Rapini ",190000
Communications Workers of America,190000
MN350 Action,189000
Local Majority,189000
Ardila Law Firm LLC,189000
"Alaskans for Kevin Meyer PO Box 895 Soldotna, AK 99669. Regina Daniels, Chair and Linda Hutchings, Treasurer. This NOTICE TO VOTERS is required by Alaska law. I certify that this communication is not authorized, paid for, or approved by the candidate.",189000
"Will Robinson, Republican, for State Representative",188000
The Committee for Ranked Choice Voting,188000
Friends of Dee Oliver,188000
Earth,188000
Committee to Elect Darryl Morin,188000
Paid for by National Health Law Program,187000
Montera for CU Regent,187000
Family Farm Action,187000
Coalition of Communities of Color ,187000
Citizens for Jesse White,187000
Arvina for Wisconsin,187000
AARP Idaho,187000
the nonprofit Northwest Abortion Access Fund,186000
Williams for Senate 34,186000
Subject Politics LLC,186000
Paid for by the committee to elect Drew Shapiro ,186000
Max Della Pia for Congress,186000
Kenny Johnson for City Council ,186000
"Friends of Tom Barrett, PO Box 121, Charlotte, MI 48813",186000
For Truth in Florida LLC,186000
CTE Margaret Busse,186000
Bateson for Congress,186000
Townhall Media ,185000
The Kevin Lopez Campaign,185000
Tennessee Advocates for Planned Parenthood without the knowledge or cooperation of any candidate or candidate's campaign. ,185000
Shawn Redd For Navajo Nation President,185000
Prompt Media,185000
"Prepared by Doug Wardlow for Minnesota Attorney General, P.O. Box 211725, Eagan, MN, 55121",185000
HIGHTOWER FOR ALABAMA,185000
Friends of Michael Roberson,185000
Friends of Billy Spivey,185000
Florida Gun Rights,185000
"DCCC. 430 S. Capitol St SE, Washington, DC 20003. Not authorized by any candidate or candidate's committee. ",185000
Basic Rights Oregon,185000
Vickie Paladino for NYC,184000
Mi Familia Vota,184000
Greg Palast,184000
"and approved by Melissa Souto for 18th Circuit Judge, Group 24",183000
Lee Auman for United States Congress,183000
Hotel Workers for Stronger Communities,183000
the Nick Carter Committee,182000
Tony Dale,182000
RUSS FAGG SENATE COMMITTEE,182000
"Paid for by the Committee to Elect Brandy Hambright, Circuit Court, PO Box 1901 Mobile, AL 36633",182000
KNX 1070,182000
Chesney for Illinois ,182000
"Bryan A. Lober, Republican, for Brevard County Commission, District 2",182000
Vote Bill Crawford,181000
Vera Institute of Justice (501c3),181000
The Brady Campaign to Prevent Gun Violence,181000
OpsLens. ,181000
the Delaware Democratic Party,180000
"We the People Org, Inc.",180000
The Maura Healey Committee,180000
Renee Taschner for Delaware,180000
Patrick P. Lee Foundation,180000
Front Page Confidential,180000
"Friends of Nate Loewentheil, Guy Tawney, Treasurer.",180000
Environmental League of Massachusetts Action Fund,180000
Democratic Action.,180000
Defending Main Street. Not authorized by any candidate or candidate's committee.,180000
Clay for Georgia,180000
Children's Hospital of Wisconsin.,180000
"Bryan Avila, Republican, for State Representative, District 111",180000
Beshear/Coleman 2019,180000
AARP Ohio,180000
the American Federation for Children Action Fund - Wisconsin IE Committee,179000
Tomlinson for Senate,179000
Socially Responsible Agricultural Project ,179000
Sean Harper For Congress,179000
Pade for Wisconsin,179000
"Friends of Christian Miele | Treasurer: Richard ""Maynard"" Thurfield",179000
Brad Bates,179000
"Arden Andersen Campaign, Arden Andersen Treasurer, PO Box 274 Olathe, KS 66051",179000
"Sassan K. Darian - A private citizen concerned about basic human decency, liberal democracy and the sovereignty of our democratic process. ",178000
Harry Shiver Campaign,178000
GREG LOPEZ FOR GOVERNOR,178000
The North Dakota Republican Party,177000
"State of Hawaii, Office of Elections",177000
Paid 4 By the New Wentzvillian,177000
AARP Massachusetts,177000
Women United Now,176000
Tasha Boerner Horvath for Assembly 2018 #1399301,176000
Mensch for Senate,176000
"Matt Spritz, Republican, for State Representative",176000
Kelly Priede for State Representative,176000
Fresenius Medical Care.,176000
the Committee to Elect Barry Finegold,175000
"he Rhetta Andrews Bowers Campaign, Annette Williams-Treasurer",175000
The Committee To Elect Lisa Ring,175000
"SoCal Health Care Coalition, a Project of Sixteen Thirty Fund. Not authorized by any candidate or candidate's committee.",175000
Shawn Becker for Sheriff,175000
"Kansas Chamber PAC, Jennifer Baysinger, Treasurer",175000
Heath for North Carolina,175000
Friends of Casey Weinstein,175000
"Friends of Bob Freeman, Stephen Zralek Treasurer",175000
Coalition For Trump,175000
Citizens Against Government Waste,175000
"By Authority: Maryland House Democratic Caucus Committee; Gail E. Smith, Treasurer.",175000
Aric Nesbitt for State Senate,175000
American Center,175000
"the Maine Republican Party, 9 Higgins Street, Augusta, Maine. Not paid for or authorized by any candidate.",174000
the Committee to Elect Kate Campanale,174000
the American Civil Liberties Union of Southern California,174000
Talley Sergent for West Virginia,174000
Rebuild Maine PAC,174000
Patricia O. Alvarez Campaign,174000
Koop for Texas,174000
Judge Joseph Wood,174000
Gell,174000
Elias Rojas For State House,174000
Elect Michelle Blum Atkinson,174000
"Vance Aloupis, Republican, for State Representative, District 115.",173000
Paid for by Friends of Ginny Ehrhart,173000
Friends of Bob Weiner,173000
"David Smith, Republican, for State Representative",173000
Bastin For Mayor,173000
Texans for Trent Ashby,172000
Shawn Moody for Governor,172000
"Ron George, State Senate; Harold Falcon, Treasurer",172000
"Robin Ficker Campaign Fund, Amy Ginther, Treasurer",172000
Ralph Abraham ,172000
Presidential Collectibles LLC,172000
Phil Graham for Assembly 2018,172000
Oklahoma Families For Byrd 2018,172000
Jois for Congress Inc. Authorized by Goutam Jois,172000
Eric Walker for City Council,172000
Dave Brown for Columbia County Sheriff,172000
Daniel Valenzuela for Phoenix,172000
Community Health Council of Wyandotte County,172000
"the Committee to Elect Melissa Gravitt for Circuit Court Judge, Tenth Circuit, Group 10",171000
Welle For Congress,171000
Raquel Terán for Arizona House of Representatives. Authorized by Raquel Terán.,171000
Jobs First Coalition Political Fund. Not Authorized by any Candidate or Candidate’s Agent or Committee.,171000
Housing For All,171000
Giffords PAC,171000
DeRobbio For Mayor,171000
Boston Climate Action Network,171000
the Alliance for Climate Solutions,170000
Soi Dog Foundation,170000
Rainforest Trust,170000
"Public Land, Public Benefit, No on E, Yes on G, a coalition of San Diego taxpayers, community planners, local business, and education, park and environmental advocates. Committee major funding from H.G. Fenton Company and Sudberry Properties.",170000
Paid for by the Ohio Education Association,170000
National Association of Home Builders. Not authorized by any candidate or candidate’s committee.,170000
Hornet,170000
"Healthy Forests, Healthy Communities",170000
Forese For Arizona,170000
Danny Glidewell Republican for County Commission District 2,170000
DTN/The Progressive Farmer.,170000
"the Committee to Elect Tom Young Circuit Judge, Group 26",169000
Power of Minnesota,169000
Paid for by Jackson for U.S. Senate,169000
Mike Bishop for Congress,169000
Friends of Jennifer O'Mara,169000
Culberson for Congress,169000
Concerned Citizen,169000
Committee to Elect Amaad Rivera,169000
Brandman for City Council 2018 • FPPC ID No. 1405312,169000
the Committee to Re-Elect Judge Mary Kovack,168000
Sangamon County Young Democrats,168000
Kyle Ardoin for Secretary of State,168000
Friends of John Curtis,168000
Corey for Senate,168000
Cartwright for Congress.,168000
Suzanne Smith for Texas State Board of Education,167000
North Carolina Democratic Party.,167000
Modern Hero TV,167000
Entercom Communications,167000
Covenant House International,167000
"Committee to Elect Jake Hummel, Robert C. Muckler, Treasurer",167000
92nd Street Y,167000
Tritch for Congress,166000
Priority Arizona,166000
Political advertisement paid for by the Southern Alliance for Clean Energy.,166000
Outrider Foundation,166000
Neal Dikeman for Senate,166000
Friends of Will Espero,166000
Francys Johnson for Congress,166000
CAS Political Action Committee,166000
"by GroundUp. Not authorized by any campaign, committee, or PAC.",165000
Udall for Us All,165000
Republican Party of San Juan County NM,165000
People for Alex Ramel,165000
Marc Vann for State Representative,165000
Karl Racine 2018,165000
Jitendra Diganvker for Congress,165000
Friends of Michelle Ostrelich,165000
Friends for Seth McMillan,165000
DCCC/TJ Cox for Congress,165000
Citizens United of Wallington,165000
Brock Obama for President Committee,165000
Bernard Douthit For State Treasurer,165000
the Democratic Party of Virginia,164000
"Rise, Inc.",164000
Reaching the Summit: Coloradans for Mike Johnston,164000
"Mary Treder Lang for Secretary of State, 2870 Dobie Rd., Mason MI 48854",164000
the Committee to Elect Ellen Daigle Doskey.,163000
The Record ,163000
"POL. ADV. PAID FOR BY REFORM AUSTIN, INC",163000
PAWS Chicago,163000
North Carolina Justice Center,163000
Latta For Congress,163000
Kell Palguta for Prescott Valley Mayor,163000
Jesse Gabriel for Assembly 2018 - FPPC ID No. 1400729 and Elect Jesse Gabriel for Assembly 2018 - FPPC ID No.1402641,163000
"Friends of Nicole Bedi, P.O. Box 648, Birmingham MI 48012",163000
Conservative California PAC,163000
Common Defense / Beyond the Choir Action Fund,163000
the Republican Party of Texas and not authorized by any candidate or candidate's committee.,162000
William Herlong for Attorney General,162000
Michigan League Conservation Voters,162000
Friends of Anna Williams,162000
Conservative Investor Daily,162000
"Committee to Elect David Northcutt, P.O. Box 515, Montrose, AL 36559",162000
"Citizens Against BSL, Andrea Roach, Treasurer",162000
Abolish Slavery Colorado ,162000
"Vote for Your Library, Jack Holland, Treasurer",161000
Vote Mosley for House,161000
The Accountability Institute,161000
"THE MISSOURI BAR, SEBRINA BARRETT, EXECUTIVE DIRECTOR PO BOX 119 JEFFERSON CITY, MO 65102",161000
Svonkin for Board of Equalization 2018,161000
"Roberts for St Louis, Celeste Metcalf, Treasurer",161000
Paul Soglin for Governor,161000
Military Spouse,161000
Martin for Judge 2018,161000
Karl Williams for Judge,161000
Fuse Washington,161000
Friends of Casey Kozlowski,161000
"Family Preservation Foundation, Inc.",161000
D.M.Hammond,161000
Committee to Elect Steve Hobbs (D),161000
the Foundation for Government Accountability,160000
Zion Oil & Gas,160000
Willie Wilson for Mayor,160000
"Sky Took, LLC",160000
Rabbi-Shmuly Yanklowitz ,160000
PowerCA Action,160000
"Paid for by Maine Republican Party, 9 Higgins Street, Augusta, ME 04330 Ben Lombard, Treasurer",160000
IVW PAC,160000
Hillel International,160000
Harkey for Congress,160000
Geneviéve Jones-Wright for District Attorney 2018 | FPPC ID No 1397543,160000
FRIENDS OF MICHAEL GRIMM,160000
"Ed Emmett Campaign, Tom Kennedy, Treasurer 2726 Bissonnet, Suite 240-144 Houston, TX 77005",160000
Dr. Bronner's,160000
"Clarissa Silva Campaign, Patricia Deaton, Treasurer, P.O. Box 532225, Harlingen, Texas 78553, in voluntary with the Fair Campaigns Practices Act.",160000
