,39513400
AND AUTHORIZED BY HOWARD FRIEDMAN FOR JUDGE,600
AARP Idaho,600
A Whole Lot Of People For Grijalva Congressional Committee,600
"(and approved) Michael Grieco, Democrat for FL House District 113",600
 the committee BackUS-AZ,600
 Kevin Ballinger for County Commissioner District 4,600
 Ghulam Qadir For Michigan State Senate Committee,600
the hardworking men and women of AFSCME Florida. We make Florida happen!,500
the committee to elect Bryen Wright for Apple Valley town council,500
the Rusteika Committee.,500
"the Richard A. Mendelson Campaign for Broward County School Board, District 6. Non-Partisan.",500
the Office of Congresswoman Carolyn B. Maloney.,500
the North Carolina Democratic Party and Robert Kellogg for NC House.,500
the North Carolina Democratic Party and Rhonda for NC.,500
the North Carolina Democratic Party and Jennifer Benson for NC House.,500
the North Carolina Democratic Party and Citizens for JD Wooten.,500
the Michigan Democratic State Central Committee. Not authorized by any candidate or committee. ,500
the Maryland Bar Association,500
"the Lincoln Goodwin Campaign. Pauline Adams, Treasurer.",500
the Committee to Elect Kelly Townsend For House,500
the Committee to Elect Judge Bill Scully,500
the Committee to Elect Joe Davis,500
the Committee to Elect James Ohrenschall,500
the Committee to Elect Heidi Howe for Sheriff,500
"the Committee to Elect Carlos R, Taylor for Harford County State's- Ezra Wilkinson, Treasurer.",500
"the Campaign to Elect Stephen Owens, Gloria Arellano Treasurer",500
"the Campaign to Elect Bill Veitch for District Attorney. P.O. Box 81 Birmingham, AL 35142",500
the Brownsberger Committee,500
ecoSPEARS,500
"and approved political ad. by Better Schools and Jobs, P.O. Box 780837, Sebastian, FL 32978, independently of any candidate. Not approved by any candidate",500
"and approved by Robyn E. Stone for Indian River County Judge, Group 2",500
"and approved by Bill Carlson for Tampa City Council, District 4.",500
Zellner for Chair,500
ZAMORA for NM STATE REPRESENTATIVE DISTRICT 63 -Steve Hudson Treasurer,500
Yes on Prop 1 sponsored by IAFF Local 4362,500
"Yes on C, Watershed & Oak Woodland Protection Committee",500
Williams for Congress,500
Wilkes for Supreme Court,500
Wells for Mayor 2018 ,500
Wayne Johnson for state auditor,500
Water Lifestyle Co.,500
Walton Family Foundation,500
Walt Wilkins for Solicitor,500
Walker Thomas For State Representative,500
Voters Response,500
Vote Phill Wright for House District 19,500
"Vote Jeff Riddle for County Commissioner, Megan Hueckel,  Treasurer",500
Vote Dave Lucas,500
Vote Bud Blake ,500
Vote Brad Reeves 2018,500
"Volunteers for Peter Wagenius, 48 Melbourne Ave SE Mpls, MN 55414  ",500
Valdez for Colorado,500
"VOTE. Flaunt your power, vote this November & spread the message!",500
VOCA,500
UnitedHealth Group,500
United Teachers of Richmond Political Action Committee FPCC #811678,500
United Nations Foundation,500
"Union Veterans Council, AFL-CIO",500
UTHealth ,500
Turning Point Action,500
Trey Caldwell for State House 2018,500
TradeVistas,500
"Tracye Polson, Democrat, For Florida House, District 15",500
Tracy Residents First,500
Townhall Media ,500
Together Oklahoma,500
"Tine Williams, Treasurer for Patricia Possel for TN District 96 House",500
"Timothy Partners, Ltd. on the behalf of Reclaiming Florida for Christ.",500
Tim McGallian for Concord City Council ,500
The family of Michael E. Bell,500
The committee to elect “Alton Wright for Supervisor 2018” FPPC# 1402609 ,500
The Turley & Mara Law Firm APLC Newsletter,500
The Truth about Brandy Hambright,500
The Prinzivalli Committee,500
"The People PAC (34 W. 27th, NY, NY 10001) and not authorized by any candidate or candidate's committee",500
The Organization For Economic Growth,500
The Ohio Republican Party,500
The Medical Imaging & Technology Alliance,500
The Law Office of Christopher Q. Davis,500
The Hayride,500
The Glastonbury Democratic Town Committee.,500
"The Georgia Republican Party, Inc.",500
The Friends of Denise Garlick,500
The FAMiLY LEADER,500
The Epoch Times,500
The Committee to Elect Jeremiah Ray,500
"The Committee to Elect Donzel Leggett for State House,  P.O. Box 461, Chaska, MN 55318",500
The Coalition to End the Condo Crisis in Montgomery County,500
The Carpet and Rug Institute,500
The Armenian National Committee of America,500
The American Mirror ,500
"The Alaska Support Industry Alliance, 3301 C Street, Suite 205, Anchorage, AK 99503",500
The Alaska Right To Life Committee,500
The Alaska Landmine,500
The ACLU of Missouri is a non-partisan organization and does not endorse candidates for political office. ,500
Texas Values,500
Tera Salango for Circuit Judge,500
Tennessee Democratic Party,500
Team Clark,500
Taking Action Suffolk County,500
TUITION4TECHSTUDENTS,500
THE COMMITTEE TO KEEP JUDGE HARALSON - 2018 | ETHICS #9195.,500
"THAD FOR CT TREASURER, J. KENNETH NOWELL TREASURER. APPROVED BY THAD GRAY",500
Syms For Arizona,500
Swisher for Idaho,500
Sutherland for Washington,500
"Sunoco Pipeline, an Energy Transfer Partnership",500
Sullo & Sullo Attorneys at Law,500
Stopping Traffic (Film),500
Steve Tarvn,500
Stephan for District Attorney 2018,500
"Steineke for Assembly, Heather Steineke Treasurer",500
"Stefanie Kingsley, Candidate KYHD 82",500
St. Clair for Congress,500
"Spalding Group, Inc.",500
Southeastern Wind Coalition,500
Sophe Cook Pope for Board of Education,500
Sisters of The Valley,500
"Simanski 2018, Mark Neumann Treasurer. Approved by Bill Simanski",500
Senior Lifestlye Improvement Inititive,500
"Segal for Probate Judge Committee, Peter Manning, Treasurer",500
Scott Sturgill for Congress,500
Save the Redwoods League,500
Save Our City Austin,500
"Sasha Dadan, Republican, for State Representative, District 83.",500
Sarwark For Phoenix,500
San Antonio Metro Health ,500
San Antonio Firefighters,500
SameSide,500
Salem Media Group,500
SEIU Healthcare Minnesota ,500
"SEIU District 1199, Becky Williams, President",500
SC Department of Education,500
Ryan Rauschenberger for Tax Commissioner ,500
Ruby Corby-O'Neill for Congress,500
Ruben Miranda Campaign Commitee  Mary Miranda Treasure,500
Roman McAllen Campaign,500
Robin Bartlett Frazier,500
RobertEFord2018Campaign,500
Robert Manger for State House 2018,500
Robert F. Wright,500
Rivas for Assembly ,500
"Rick Wilson, Republican for Polk County Commission.",500
Rick Hayes for State Representative 51st District,500
Rewire.News,500
Responsible Leadership NM,500
Responsible First Step Newton,500
Repair Our Schools Now Coalition,500
Remmer for Congress,500
Relevant Seminars,500
Reese for State House 2018,500
Recovery Advocacy Project ,500
"Rebecca Purington Campaign. Missy Horesh, Treasurer",500
Rally Arizona PAC Not authorized by any candidate or candidate's campaign committee. Contributions are not tax deductible and are disclosed pursuant to state law.,500
ROC ARNETT FOR MCCCD GOVERNING BOARD,500
"Quality Schools for the Future, PC, 2680 Bellingham Ct. Cape Coral, FL 33991",500
"Pursuit, a non-partisan, non-profit organization",500
Protect San Jose,500
Progressive News Network,500
ProgressOhio,500
"Progress Michigan, 215 S. Washington Sq., Suite 135, Lansing, MI 48933",500
Preventing Tobacco Addiction Foundation,500
"Political advertising paid for by Scot G. Dollinger in compliance with the voluntary limits of the Texas Judicial Fairness Act, Scot Dollinger Treasurer",500
Planned Parenthood Votes Northwest and Hawaii,500
Pittsburgh United.,500
Pima County Democratic Party,500
Pete Ricketts for Governor.,500
Perry Parker for Congress,500
"People for Solon, Charlie Solon, Treasurer.",500
Pennsylvania United,500
Pedersen for President Campaign,500
"Pd. Pol. Adv. by Jimmy Ma rtin, P.O. Box 1214 Clanton, AL 35046",500
Paul Cason for State House 2018.,500
Partnership for Texas,500
"Pardy for Judge, PO Box 1692, Billings, MT 59103",500
Palm Beach Civic Association,500
Paid for by the Florida Chamber of Commerce,500
Paid for by Mike Eng for Senate 2018,500
Paid for by Committee to elect Thomas A FERRARA SHERIFF-CORONER OF SOLANO COUNTY 2018,500
"Paid for by Committee to Elect Rhya Marohn, Connie Bowling, Treasurer",500
Paid for by Claire Celsi for Iowa Committee,500
Paid for by CARLOS BOLANOS FOR SHERIFF,500
Paid for by Bob Huff for Congress,500
"Paid for by ""Friends of CAZ"", Louis A. Decilo - Treasurer. Approved by Casimir A. Mizera",500
Outschool,500
OpsLens. ,500
Omar Fateh House Committee,500
Oldenburg for Assembly,500
Ohioans for Mike Rasor,500
Office of State Senator Patty Schachtner ,500
Office of Congressman Hank Johnson,500
"Nick Duran, Democrat, for Florida House 112",500
New Friends PAC. Approved by Sam Belsito,500
Neighbors For Steve Folz for Indiana House of Representatives District 76,500
Nazarian for Assembly 2018 ID #1392480,500
Napa County Democratic Central Committee FPPC # 741985 | FEC # C00504233,500
MySQL Media and Political Consultants,500
Moylan For Judge,500
Morgan for Washington,500
Monuments For All,500
"Montgomery County Public, Education and Government Cable TV Stations",500
Molekule,500
"Missourians For Mike Cierpiot, Fran Baker Treasurer.",500
Misha Collins,500
Military-Veterans Advocacy,500
Michigan Realtors®,500
Metropolitan Transportation Commission,500
Merlin Klotz for Douglas County Clerk and Recorder,500
"Melvin Hasting for Circuit Judge, 1400 County Road 1422, Cullman, AL 35055",500
"Melissa Martin, Democrat, for FL Senate District 14",500
Meg Walsh for Texas,500
Meagan Carr for State Representative,500
McCormick for Congress,500
McCauley for Congress,500
"Mattei for CT, Michael Pare, Treasurer. Approved by Chris Mattei.",500
Martin for Arizona,500
Maritza Davila for Paterson Council,500
"Manley for Connecticut. Pattie von Gretener, Treasurer. Approved by Marisa Manley.",500
"Mad World News, LLC",500
Mad World News,500
Mad Dog Political Action Committee,500
Louis Jones Campaign Committee,500
Live Nation St. Louis,500
"Lisa Cane, Candidate for Pinellas County School Board District 2 at Large (Non-Partisan) ",500
Lindsay Transportation Solutions,500
Linda Willard for Delegate,500
Lina Hidalgo for Harris County,500
Liberty Defense Network,500
Levin Papantonio| Thomas | Mitchell | Rafferty | Proctor P.A,500
Let Us Vote Austin SPAC,500
Leaders for a Stronger Connecticut,500
Leaders Igniting Transformation Action Fund,500
"Lawson2018, Marie Dupree, Treasurer. Approved by David Lawson",500
Laurie Pryor for State Representative,500
LGBT Network,500
Kyle Mullica for HD 34,500
Kristi for Governor ,500
Kreider for Judge,500
Kling For Texas ,500
Kitzes for Mayor 2018 Committee,500
"Ken Horn for Senate, 516 S. Main Street, Ste. A, Frankenmuth, MI 48734. ",500
"Kathy Cottrell for Boca Raton City Council, Seat A.",500
Kasey Reynolds for City Council 2018,500
"Joseph Hogan, Republican, for State Representative, District 15",500
John Adcock for NC House ,500
John Adcock for NC House,500
Joey Fillingane,500
"Joe Kaufman, Republican, for U.S. Congress, Florida – District 23",500
Joe Boykin for Charleston County Council,500
Jodi Clemens for Iowa House,500
"Jocelyn Benson for Secretary of State P.O Box 21368 Detroit, MI 48221 ",500
Jobs First IE PAC,500
Jo and David Perryman,500
Jim Webb for Bentonville Mayor,500
"Jim Shea for Maryland, John Lalley Treasurer",500
Jim Hester,500
Jewell for Dyersburg Mayor,500
Jetties Bracelets,500
Jesse Young for State House Committee,500
Jennie Hendricks for Iron County Commissioner,500
"Jeff Timberlake - Michelle Brown, Treasurer.",500
"Jay Trumbull, Republican, for State Representative",500
Javier Manjarres for Congress,500
Jason Stittleburg for County Judge,500
"Jamie Kiel Campaign 14696 Hwy 43, Russellville, AL 35653",500
James for State Senate,500
"James Taylor, Republican, for St. Lucie County Commission",500
James Sturch for State Senate.,500
James Ramos for Assembly,500
Jacque Phillips for State House District 34,500
Jacob Hilliker for Bay County,500
J.M. Lozano for State Representative,500
Intellegere Project,500
Ikaika Hussey for Hawaii,500
Idaho Resident Energy Savings,500
IL Clean Jobs,500
I Love My Freedom ,500
Howard Kessler for Tallahassee City Commission Seat 5,500
"Holscher for Kansas, Debby Daniels, Treasurer",500
Holler for SC Senate,500
"Hodge for Kansas. Mike Llamas, Treasurer",500
Hershey for Senate,500
"Henry Parrish, Republican, for State Representative, District 51",500
Hallie Thompson for Congress,500
HIAS,500
Guillermina Gonzalez for Delaware,500
Grow America's Infrastructure Now,500
Grove Area Chamber of Commerce,500
Groundswell Movement,500
Grabien,500
Girard4AZSenate. Authorized by Sharon Girard.,500
Gino Bulso,500
Gary Banz for Oklahoma County Assessor 2018,500
Garrick McFadden For Congress,500
"GLSEN, a leading U.S. education nonprofit advocating for safe K-12 schools.",500
"Friends to Elect Natalie Mai District Judge, Dist. 7, Ofc. 5, 2018",500
Friends of Tim Moore,500
Friends of Stan Pulliam,500
Friends of Stan May 2018 ,500
Friends of Sheriff Todd Gibson,500
Friends of Sarah Smith,500
"Friends of SDSU, Yes on G, No on E, a coalition of SDSU alumni, business and community leaders. Committee major funding from Jack McGrory, Edward Brown and Frederic Luddy",500
Friends of Reginald Bolding - Bolding for AZ State House LD27,500
Friends of Randy McNally,500
Friends of Rachel Roberts,500
Friends of Paul Bettencourt,500
Friends of Michael Roberson,500
"Friends of Marnitta L. King, Tatiana Tucker, Treasurer",500
Friends of Marjorie Decker,500
Friends of Mario Lotmore,500
Friends of Margaret Engebretson,500
Friends of Kelly Kitashima,500
Friends of Kathy Lohmer,500
"Friends of Kathy Klausmeier. Rebecca Morris, Treasurer.",500
Friends of Joyce Mason.,500
"Friends of Jonathan Porter; Brenden Carlson, Treasurer",500
Friends of John Lawrence,500
"Friends of Jessica Feldmark, Patrick Croushler, Treasurer",500
Friends of Jeff Helfrich,500
Friends of Jeanne Kapela,500
"Friends of Elaine Harrison, Authority: Matthew Vitko, Treasurer",500
Friends of Dorothy Merritt,500
Friends of Dorothy Brown,500
Friends of David Seman,500
"Friends of Dan O'Neil PO Box 954 Traverse City, MI 49685",500
Friends of Dan McKee,500
Friends of Crystal Williams,500
