,95777
"Committee for John Lovick - 2403 157th Pl SE, Mill Creek, WA 98012",17
Committee for Jasmine Clark for Georgia House,17
Committe to Elect Dave Simmons - Sheriff,17
Colorado Republican Committee,17
Colion Noir,17
Cody Biggs for County Commission,17
City of Cedar Park,17
Citizens to Elect Rick Larsen,17
"Citizens to Elect Janice Rich, HD 55",17
Citizens for Maryann Connaghan Forgan ,17
Citizens for Clint Tannehill,17
"Citizens Congress Inc., a 501 C4 non-partisan, non-profit organizetion registered in the state of Florida.",17
Citizens Against Corruption,17
Citizen in New Bern,17
Cindy for Georgia ,17
"Christopher Carlos Cano, Democrat for Florida State Representative District 62",17
Chester Jeng,17
CharterStrong. ,17
Charles Brian Younce,17
Chan-Denise Budhoo for School Board District 7 ,17
Capuano for Congress Committee,17
Candidate Boston Hensley,17
"Candace Donnelly, Common Sense Civics and Citizenship",17
Campaign to Elect Dianne Herman Ellis,17
Campaign Zero,17
CTE Kevin Coleman for Michigan,17
"COMMITTEE FOR GRANDVIEW HEIGHTS SCHOOLS, Susan Jagers, Treasurer. ",17
C4 - Chris 4 Carbon County Commissioner,17
Bryan Starrette,17
"Brooke Lierman for Delegate; Eben Hansel, Treasurer. ",17
Blue 2 Political Action Committee,17
Big Think,17
Ben Swann,17
Ben Hanson for Fayette County Supervisor,17
Baker for Assembly 2018,17
BCS Tea Party,17
Associated Builders & Contractors of Wisconsin,17
Anthony Mantova City Council #1406204,17
Angelika for Georgia,17
Andrew Alsup ~ The Village Savant,17
"Amol Jethwani, Democrat for State Representative District 21",17
American Totem,17
American Policy Advocates,17
American Liver Foundation,17
American Action News,17
"Alexander Street, a ProQuest Company",17
Akash for Senate 2018 FPCC ID # 1403799,17
Adam Sabin,17
AJ Kern for Congress,17
AARP Member Benefits,17
314 Action.,17
1199SEIU MD/DC,17
 Great Lakes Education Project,17
the committee to elect Bill Hartman. ,16
the committe to elect Daniel Groff,16
the National Center for Transgender Equality Action Fund,16
the Marin County Republican Central Committee,16
the Economic Security Fund,16
the Committee to Elect Zaragoza for I.I.D. Director Division #5 2018,16
the Committee to Elect Shane Sandridge,16
the Committee to Elect Natalie Blais,16
the Committee to Elect Joe Espinola,16
the Committee to Elect Jeffrey Sánchez,16
the Committee to Elect Gary Waddell for San Mateo County Superintendent of Schools,16
by the Committee to Elect James Thomas,16
Zumbach for Agriculture,16
"Yes to Protect Hobe Sound PAC, PO Box 1483, Hobe Sound FL 33475",16
YWCA Southern Arizona,16
"YDRI PAC, a political action committee dedicated to supporting candidates who share and advocate for the vision and values of young people.",16
"Working Michigan PAC with regulated funds, 419 Washington Sq. S, Suite 200, Lansing, MI 48933. Not authorized by any candidate or candidate committee.",16
Workday Minnesota,16
Williams Atlantic Sunrise Project,16
William Benfer for Congress,16
Washington Township Independent Candidates,16
"WITH REGULATED FUNDS BY MICHIGAN PLANNED PARENTHOOD VOTES SUPER PAC,  P.O. BOX 15041, LANSING, MI 48901 AND BY MICHIGAN PLANNED PARENTHOOD VOTES, 115 W. ALLEGAN, SUITE 500, LANSING, MI 48933. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE. CONTACT US AT: MI PLANNED PARENTHOOD VOTES, 115 W. ALLEGAN, SUITE 500, LANSING, MI 48933",16
"Vote Vickie, Karen Pittman treasurer",16
Voice Big,16
Voces de la Frontera Action,16
Vincent Salimi 2018 Council Committe FPPC # 1408893,16
Victor Kocher,16
Vet Voice Foundation,16
"VENEKLASEN FOR OUR FUTURE. DON DEVITO, TREASURER",16
Upstate Conservative Victory Fund but not authorized by any candidate or candidate committee,16
"Union Veterans Council, AFL-CIO",16
Tulsi for Hawai'i,16
Truth Initiative,16
Tranel for Assembly,16
Tony Pigford for Denver,16
"Tom Halvorson, Sidney, Montana",16
Toby Hampson for Judge,16
Titus for Congress,16
The committee to elect Colleen Hansen for Hamilton County Treasurer ,16
The Tax You Don't Pay Committee,16
The Ryan Committee,16
The Plastic Shark,16
The People With Kim McCarthy,16
The Organization For Economic Growth,16
The OTAP Show,16
The Make Comedy Great Again Tour,16
The Logical Liberal,16
The Fernando Padron Campaign,16
"The Committee to Elect Will Benton, P.o.Box 185 Cottondale, Al 35453",16
The Committee to Elect Steve McMichael to Build a Better New Haven,16
The Committee to Elect Elise Deano,16
The Committee for a Better Future,16
The Committee To Elect Tina Peters,16
The Committee To Elect Angelica Chavis McIntyre,16
The Christianson Campaign,16
The Centennial Institute,16
The Campaign Fund of Jennifer Reynolds,16
The Bear Flag Revolt,16
TexasGOPVote,16
Terry for Arizona,16
Teegardin for 24,16
TeePanic,16
Taxpayers United of America,16
"Supporters of Jill Ortman-Fouse. Vivek Chopra, Treasurer.",16
"Sunoco Pipeline, an Energy Transfer Partnership",16
Sullivan 2018,16
"Stokes for Missouri, Lisa Lucas, Treasurer",16
"Stefanie Jaquette for North Mankato City Council, P.O. Box 2103, North Mankato, MN 56002 ",16
State Senator John Proos,16
Stacey Campfield,16
St. Clair County Democratic Central Committee,16
Silvio Palermo,16
Shipley For Indiana,16
Schulteis for Sheriff. Tim Hartley Treasurer,16
Scalise for Congress,16
"Sara Melamed Campaign; Missy Horesh, Treasurer",16
Sapienza for Larimer County Clerk,16
Santos for Congress,16
"San Diego County Gun Owners PAC | P.O. Box 124667, San Diego, CA 92112 | This advertisement was not authorized or paid for by any of the candidates for these offices or a committee controlled by any of the candidates.",16
Salman for House. Authorized by Athena Salman.,16
Safe Sonoma,16
Saenz for Council 2018 FPPC 1406823,16
SD17 PAC,16
Rose Grant for Auditor,16
Ron Roller,16
Rick Meyer for Sheriff,16
Republican Governors Association (RGA) Colorado PAC and not authorized by any candidate.,16
Red 4 Ed NC,16
Rebecca Bauer-Kahan for Assembly 2018,16
Raymond Clough for County Commissioner,16
Ratepayers for Pat Dwyer El Dorado District Board Division 2 2018 ID No. 82-3598454 ,16
Rabbi-Shmuly Yanklowitz ,16
RWB (Red White & Blue) Action Committee,16
Quirk Books,16
Protect Your Preserve PAC,16
Protect AR Families,16
Project Veritas,16
"Project Lifeline, a 501(c)(3) organization",16
Professional Firefighters Association of New Jersey,16
President Trump Fans Page,16
"Political advertisement paid for and approved by Teresa Jacobs, candidate for Orange County School Board Chair, non-partisan.",16
Pittsburgh Arts & Lectures,16
Pete Stauber for Congress Volunteer Committee,16
Perea for SCCCD Area 5 2018,16
"People for Rebecca Saldaña (D) PO Box 20776, Seattle, WA 98102 ",16
"People for Paul Graves, GOP",16
Pennsylvania Citizens Against Nuclear Bailouts,16
"Pd. Pol. by Greer Campaign, P.O. Box 40 Rogersville, AL 35652",16
Patrons of  Robert E Smith,16
Pastrick for Justice,16
Parents Education Association PAC,16
Paid for and authorized by Capuano for Congress Committee,16
"PEBBLIN W. WARREN CAMPAIGN FUND PO BOX 876 TUSKEGEE INST. AL, 36087",16
Oklahomans Against SQ 793,16
North Carolina Republican Council of State Committee,16
No Public Debt,16
New Yorkers Together.,16
New Nation Rising PAC,16
Nevada Conservation League Education Fund,16
"Napoli 2018, Dale O'Leary, Treasurer, Approved by Ron Napoli Jr.",16
NEIBART AND GORSKI FOR MENDHAM TOWNSHIP COMMITTEE,16
NE Tarrant TEA Party PAC,16
"Munson for House, PO Box 4091, Mankato, MN 56002",16
Munoz for New Mexico,16
Mike Richter,16
Middle East Forum,16
"Melvin Willis for Mayor of Richmond 2018, Eduardo Martinez 4 Richmond City Council 2018, Ada Recinos for Richmond City Council",16
Melissa Hurtado for State Senate,16
Medina County Progressives,16
"McCulloch For County Prosecutor Committee, Irene Yu, Treasurer",16
McCormick For Liberty,16
Maygan Leco for Union Township Board,16
Matt Rinaldi,16
Massene for Lake Oswego City Council,16
Massachusetts Fiscal Alliance,16
"Maryland Campaign for Liberty Inc. PO Box 937 Rising Sun, MD 21911 Maryland. Maryland Campaign for Liberty Inc. is an IRS 501(c)4 non-profit organization. Maryland Campaign for Liberty Inc. does not endorse, support or oppose any candidate or public office holder. ",16
"Marybel Reinoso Coleman for Circuit Court Judge, Group 18",16
Mary Baechler,16
Mark Newgent 4 City Council,16
"Mark Nash, Democrat, for Hillsborough County Commission, District 5.",16
"Marin Crops, Inc",16
Marilyn Ezzy Ashcraft for Alameda Mayor 2018. FPPC ID 1405464.,16
March To The Polls Rockford,16
Mac Schneider for North Dakota,16
"Luetkemeyer for Senate Al Landes, Treasurer",16
Louisiana Taxpayers First,16
"Lister Reeves for State Representative 200 Savannah Drive Enterprise, AL 36330",16
Lindsey Deckard for Alabama State Representative,16
Linda Sanborn for School Board District 1,16
"Linda Garcia Campaign, in compliance with the voluntary limits of the Judicial Campaign Fairness Act, Tom Butler, Treasurer.",16
Levi For Colorado,16
Leonore M. Greller,16
"Lennon for Boone | Nila Gupta, Treasurer",16
Laura Cox for State Senate,16
La Crosse County Republican Party,16
"Kucera for Kansas; Patricia Reitz, Treasurer.",16
King County Republican Party,16
King County Department of Assessments,16
Kim Olson for Texas ,16
Kennedy for Senate,16
Kency Gilet,16
"Kelly Pollock of Chicago, Illinois",16
"Katie Reiter for State Representative, 30510 Red Maple Lane, Sfld., MI 48076",16
Karen and Wes Potter,16
Kara Brinster,16
"Kansans for a Democratic House, Adam Lusker, Treasurer",16
Justin Haskins,16
Justice Jason Boatright Campaign,16
Juan Carlos Monteza.      ,16
John H. Wills,16
John Anthony Castro,16
Jobs First IE PAC,16
"Jim Shea for Maryland, John Lalley Treasurer",16
Jesse Young for State House Committee,16
"Jeffrey Solomon, Democrat for Florida House of Representatives #115",16
"Jeanne Dietsch for NH Senate, PO Box 3251, Peterborough, NH 03458; Fiscal Agent, Edward Lotkowski",16
Jason Adler for State Representative,16
Janet Goodson for Mayor,16
Jane Cormier for Executive Council,16
James for State Senate,16
"James Wilfong Senate Campaign, Susan Hamlin Treasurer",16
Jag Bains for Natomas School Board,16
Jack Miller Down to Business,16
It Starts Today Missouri,16
Iowans for Ung,16
Indiana Conservative Alliance for Energy,16
IDLCC,16
Humane PA ,16
"Healthy Montana, Dr. Steven Bailey, Treasurer, PO Box 1614, Helena, MT 59624.",16
Harney For Council 2018,16
Groundswell Movement,16
Greg Green For Hillsborough County Court Judge Group 2,16
Glen Dean for Congress,16
Giuda for Senate,16
Gil Montalvo jr.,16
"Gabe for Council, Bill Baker, Treasurer",16
"GLSEN, a leading U.S. education nonprofit working to create LGBTQ-inclusive K-12 schools.",16
Friends of Raja for Congress. Approved by Raja Krishnamoorthi.,16
Friends of Omar Herrera,16
Friends of Margaret Engebretson,16
Friends of Lisl Miller for Judge,16
Friends of Lindsay James,16
"Friends of Kevin Turner, P.O. Box 18606, Huntsville, AL 35804",16
"Friends of Kathy Klausmeier. Rebecca Morris, Treasurer.",16
Friends of Karen Heggen,16
Friends of Juno Ann Apalla,16
Friends of Jose Torres,16
"Friends of Joe Hooe - Patrick O'Malley, Treasurer",16
"Friends of Harry Freeman. Sahan Kamara, Treasurer.",16
Friends of Eric Roe,16
Friends of Elizabeth Scott (R),16
Friends of Denton 2018,16
Friends of Daniel Nguyen Committee for City Council,16
Friends of Daniel Lewis,16
Friends of Dan Buttermann,16
Friends of Cory Hoffman,16
Friends of Clayton Hee,16
Friends of Chris Guy,16
Friends of Carolyn Comitta,16
Friends of Brock Ervin,16
Friends of Amber Carter,16
Friends of Aaron Jaehnig,16
Friends of ADAMH,16
Friends for Tarryl ,16
Friends for Melissa Shusterman,16
Friends for Aaron for Lummi,16
Friends To Elect Mike Doyle,16
Frank For Indiana,16
"Florida Legal Services, Inc. ",16
"Florida Fair and Open Primaries, Inc.",16
Fashionarchista,16
Family Equality Council,16
Faith in Place Action Fund,16
Fair Elections Center's Campus Vote Project,16
"FRC Action, Not Coordinated With Any Campaign Or Campaign Committee.",16
Eye Heart World,16
Evans for Campbell County,16
"Eric Mikkelson for Mayor. Brendon Jenks, Treasurer.",16
Eric For Us Campaign,16
Eric E. Whisman,16
Ellen Lee Zhou for Mayor 2018 FPPC #1400965,16
Elexis Grimes,16
EFB Advocacy,16
Duane Roberts for Anaheim City Council 2018,16
DrCameronJackson,16
"Doug Maesk, candidate for Tamarac City Commissioner District 4.",16
Don Couch Campaign Committee.,16
Detroit International Bridge Company,16
Deplorable Nation Apparel,16
"Democratic Socialists of America, Los Angeles.",16
Defend Oregon's Values,16
Debra Mayfield Campaign,16
Debbie for Congress and DCCC,16
Debbie for Congress,16
Deanna Metzger Campaign,16
DeJear for Iowa,16
Dawson/James 2018,16
David Lawrence for County Commissioner District II ,16
"Daniel H. Wolf for Democracy Counts!, Inc., a nonprofit California corporation.",16
Dan Vermillion for State Senate,16
Dan Foley for Ohio,16
Curtis Hill for Indiana,16
Cumberland University,16
Craig Jordahl Candidate for Nevada Legislature,16
Craig Huey,16
Cowen for Congress,16
Courtland Sykes for Senate,16
Cooper Nye for Congress ,16
Contrariana,16
Connecticut Republicans.  Not authorized by any candidate's committee or candidate.,16
Concerned Citizens For Nuclear Safety,16
Community Health Network Foundation,16
Committee to re-elect Judge Mary Covington,16
Committee to elect Pramilla Malick,16
Committee to elect Philip Ramos,16
Committee to Re-elect Wapello County Attorney Gary Oldenburger,16
Committee to Elect Roger Hauck,16
Committee to Elect Michelle Robinson Mckissack,16
Committee to Elect Lynn Afendoulis 3333 Falcon Bluff Ct Grand Rapids MI 49525,16
Committee to Elect Judge Darryl Lavery,16
"Committee to Elect Jonathan Mason, Bill Mason, Treasurer",16
Committee to Elect Jason Dombkowski,16
"Committee to Elect Ian Mackey, Stephen Eisele, Treasurer",16
"Committee to Elect Cynthia Ward for Judge, 1711 W. Jolly Road, Lansing, MI 48910",16
Committee to Elect Christopher Graveline,16
Committee To Elect Tony Whiteside,16
Commit To Flip Blue,16
"Citizens to Elect Joe Rathert Anne Rathert, Treasurer",16
Citizens to Elect Carla Wyckoff,16
Citizens of Bedford for Craig Montri,16
Citizens for Karen Echols,16
Citizens for Gary Howell,16
Citizens for Everett Medic One,16
Citizens for Captain Jim,16
Citizens for Baguirov,16
Citizens For Sieber,16
"Chester for Montana, (R), 2124 Jacobs Street, Bozeman, MT 59718, Gordon Calhoun Treasurer. ",16
Chaudhuri for New NC,16
Catholics for Choice,16
Catholic Charities Archdiocese of New York,16
Catherine Price Campaign for Florida State Senate District 26.,16
Carol Moses for Madera County  Superior Court Judge FPPC#1401522,16
Campaign to ReElect Dr. Debra Lynne Robinson Palm Beach County School District 7 ,16
"Campaign to Elect E. Michael Isaak for County Court Judge, Group 8. non-partisan",16
"Campaign for Mike Rogers Candidate for Maryland District 32, Authority, Antonio Downing, Treasurer",16
Cadiz Inc.,16
CTE Brenda Carter #518436,16
Burma Task Force,16
Bobian fo Colorado House,16
Bob Aagard Campaign Committee,16
Black Tie Dinner,16
Bill Shurling for Chief Civil & Magistrate Judge,16
Bill Braun,16
Bill Bolton for Senate,16
"Beth Ramsay-Vickrey for Key West Utility Board, Seat D",16
Benker for Clark Pleasant,16
Bechtold for Indiana,16
Beau LaFave for State Representative,16
Beatie for Colorado,16
Barron County Republican Party,16
Barrett for Schools,16
